"日期","融資買進(元)","融資賣出(元)","融資償還(元)","融資餘額(元)","融資單日增減(元)","融券餘額(張)","融券單日增減(張)"
"20260810","0","0","0","0","0","0","0"
"20260807","30712417000","24868720000","984168000","537664510000","4859529000","192740","843"
"20260806","34199377000","24486414000","400303000","532804981000","9312660000","191897","-5306"
"20260805","41806109000","38557958000","890495000","523492321000","2357656000","197222","252"
"20260804","35457103000","28705274000","372517000","521134665000","6379312000","196970","11648"
