"日期","外資買進(元)","外資賣出(元)","外資買賣超(元)","投信買進(元)","投信賣出(元)","投信買賣超(元)","自營(自行)買進(元)","自營(自行)賣出(元)","自營(自行)買賣超(元)","自營(避險)買進(元)","自營(避險)賣出(元)","自營(避險)買賣超(元)","三大法人總買進(元)","三大法人總賣出(元)","三大法人合計買賣超(元)"
"20260827","356641149793","307546943176","49094206617","17936723508","17758876686","177846822","14056174917","8073396529","5982778388","33909399783","24857002001","9052397782","422543448001","358236218392","64307229609"
"20260826","323807775935","287194585326","36613190609","21650028566","18284220039","3365808527","10813437746","6074926258","4738511488","34516287697","21321077286","13195210411","390787529944","332874808909","57912721035"
"20260825","291974314493","292760897752","-786583259","14558693519","18542670582","-3983977063","7431370457","6434381718","996988739","24743670208","25680630825","-936960617","338708048677","343418580877","-4710532200"
"20260824","239969265026","255705396353","-15736131327","14658074448","11603257854","3054816594","5917783643","5932484586","-14700943","18059309907","22377201146","-4317891239","278604433024","295618339939","-17013906915"
"20260821","318264155721","289958734736","28305420985","11657592981","9556129870","2101463111","9265393129","6355851715","2909541414","23024504738","23011478501","13026237","362211646569","328882194822","33329451747"
