"日期","融資買進(元)","融資賣出(元)","融資償還(元)","融資餘額(元)","融資單日增減(元)","融券餘額(張)","融券單日增減(張)"
"20260826","32839860000","24720558000","254414000","554802585000","7864887000","206809","6305"
"20260825","22256921000","19212328000","1366482000","546937698000","1678111000","200504","-1009"
"20260824","21480689000","22688300000","472283000","545259430000","-1679894000","201513","1515"
"20260821","21094922000","21887525000","675808000","546939322000","-1468412000","199998","2608"
"20260820","24006948000","22338728000","1450833000","548407625000","217387000","197390","9056"
