名次,代號,名稱,市場,產業,5日總成交額(億),日均成交額(億),5日成交量(張),最新價,5日漲跌幅(%)
1,2330,台積電,上市,半導體 / 晶圓代工,2313.4,462.68,95502,2385.0,-3.25%
2,2454,聯發科,上市,半導體 / IC設計,1468.45,293.69,31986,4430.0,-4.22%
3,2303,聯電,上市,半導體 / 晶圓代工,1170.63,234.13,830352,138.5,-2.12%
4,2308,台達電,上市,電子 / 電源綠能,1156.0,231.2,68994,1670.0,-6.96%
5,2408,南亞科,上市,半導體 / 記憶體,979.3,195.86,197616,465.5,-10.99%
6,3105,穩懋,上櫃,一般產業,834.97,166.99,179707,454.0,+0.00%
7,2344,華邦電,上市,半導體 / 記憶體,824.48,164.9,477696,159.5,-12.84%
8,2327,國巨*,上市,被動元件,815.46,163.09,146933,537.0,-4.96%
9,3037,欣興,上市,電子 / ABF載板,730.46,146.09,74725,951.0,-4.23%
10,3008,大立光,上市,一般產業,690.21,138.04,10792,6055.0,-11.86%
11,8358,金居,上櫃,一般產業,678.52,135.7,135954,482.0,+0.00%
12,1303,南亞,上市,塑膠塑化 / 原料,669.77,133.95,286398,221.5,-6.34%
13,6147,頎邦,上櫃,一般產業,652.38,130.48,323176,200.0,+0.00%
14,2409,友達,上市,一般產業,648.43,129.69,2156089,27.9,-8.52%
15,3661,世芯-KY,上市,一般產業,593.67,118.73,15946,3355.0,-14.08%
16,3443,創意,上市,一般產業,564.67,112.93,9146,6035.0,+1.86%
17,2492,華新科,上市,一般產業,557.83,111.57,176198,300.0,-6.10%
18,3711,日月光投控,上市,半導體 / 封測龍頭,544.41,108.88,87368,592.0,-7.50%
19,3231,緯創,上市,電腦 / AI伺服器,475.6,95.12,255768,182.5,-3.44%
20,6274,台燿,上櫃,上櫃 / CCL銅箔基板,467.66,93.53,33265,1370.0,+0.00%
