"日期","融資買進(元)","融資賣出(元)","融資償還(元)","融資餘額(元)","融資單日增減(元)","融券餘額(張)","融券單日增減(張)"
"20260820","24006948000","22338728000","1450833000","548407625000","217387000","197390","9056"
"20260819","25994237000","24326978000","488875000","548190238000","1178384000","188334","-16121"
"20260818","32136523000","34919052000","307764000","547011379000","-3090293000","204455","-13763"
"20260817","35073983000","31418197000","613432000","550101672000","3042354000","218218","-4609"
"20260814","32821706000","35124696000","418346000","547059318000","-2721336000","222827","8781"
