"日期","外資買進(元)","外資賣出(元)","外資買賣超(元)","投信買進(元)","投信賣出(元)","投信買賣超(元)","自營(自行)買進(元)","自營(自行)賣出(元)","自營(自行)買賣超(元)","自營(避險)買進(元)","自營(避險)賣出(元)","自營(避險)買賣超(元)","三大法人總買進(元)","三大法人總賣出(元)","三大法人合計買賣超(元)"
"20260821","307611669267","279306248282","28305420985","9164654881","7286889552","1877765329","9265393129","6355851715","2909541414","23024075420","23011049183","13026237","349065792697","315960038732","33105753965"
"20260820","344698505243","337380870875","7317634368","24604807173","26652482750","-2047675577","6662488218","8854335152","-2191846934","24879955512","28796318875","-3916363363","400845756146","401684007652","-838251506"
"20260819","349684933557","391324377517","-41639443960","20276229916","36877173315","-16600943399","10944626536","14906819592","-3962193056","26983704753","40139804199","-13156099446","407889494762","483248174623","-75358679861"
"20260818","380715904831","392701716251","-11985811420","41073706700","37246569093","3827137607","8093888080","10266982257","-2173094177","25794569952","41228618276","-15434048324","455678069563","481443885877","-25765816314"
"20260817","369663152041","324215867015","45447285026","26085051545","43861902730","-17776851185","11405300339","7865150499","3540149840","35764664555","37899511479","-2134846924","442918168480","413842431723","29075736757"
