"日期","外資買進(元)","外資賣出(元)","外資買賣超(元)","投信買進(元)","投信賣出(元)","投信買賣超(元)","自營(自行)買進(元)","自營(自行)賣出(元)","自營(自行)買賣超(元)","自營(避險)買進(元)","自營(避險)賣出(元)","自營(避險)買賣超(元)","三大法人總買進(元)","三大法人總賣出(元)","三大法人合計買賣超(元)"
"20260828","390658710385","349070779708","41587930677","16725948599","15766672681","959275918","11440535430","11305726131","134809299","29561826125","25425935259","4135890866","448387020539","401569113779","46817906760"
"20260827","363966697740","314872491123","49094206617","19796054508","21246453215","-1450398707","14056174917","8073396529","5982778388","33909829060","24857431278","9052397782","431728756225","369049772145","62678984080"
"20260826","323807775935","287194585326","36613190609","21650028566","18284220039","3365808527","10813437746","6074926258","4738511488","34516287697","21321077286","13195210411","390787529944","332874808909","57912721035"
"20260825","291974314493","292760897752","-786583259","14558693519","18542670582","-3983977063","7431370457","6434381718","996988739","24743670208","25680630825","-936960617","338708048677","343418580877","-4710532200"
"20260824","239969265026","255705396353","-15736131327","14658074448","11603257854","3054816594","5917783643","5932484586","-14700943","18059309907","22377201146","-4317891239","278604433024","295618339939","-17013906915"
