"日期","外資買進(元)","外資賣出(元)","外資買賣超(元)","投信買進(元)","投信賣出(元)","投信買賣超(元)","自營(自行)買進(元)","自營(自行)賣出(元)","自營(自行)買賣超(元)","自營(避險)買進(元)","自營(避險)賣出(元)","自營(避險)買賣超(元)","三大法人總買進(元)","三大法人總賣出(元)","三大法人合計買賣超(元)"
"20260826","317225061270","280626749161","36598312109","19194458103","14339277224","4855180879","10813437746","6074926258","4738511488","34515765857","21320555446","13195210411","381748722976","322361508089","59387214887"
"20260825","291974314493","292760897752","-786583259","14558693519","18542670582","-3983977063","7431370457","6434381718","996988739","24743670208","25680630825","-936960617","338708048677","343418580877","-4710532200"
"20260824","239969265026","255705396353","-15736131327","14658074448","11603257854","3054816594","5917783643","5932484586","-14700943","18059309907","22377201146","-4317891239","278604433024","295618339939","-17013906915"
"20260821","318264155721","289958734736","28305420985","11657592981","9556129870","2101463111","9265393129","6355851715","2909541414","23024504738","23011478501","13026237","362211646569","328882194822","33329451747"
"20260820","344698505243","337380870875","7317634368","24604807173","26652482750","-2047675577","6662488218","8854335152","-2191846934","24879955512","28796318875","-3916363363","400845756146","401684007652","-838251506"
